"sid","material","instructions","material_order","tid","block_scheme","stimulus_location","pos_x","response_deadline"
63,"mixed deterministic","sequence revealed","regular first",1,"regular",3,-72,0.9
63,"mixed deterministic","sequence revealed","regular first",2,"regular",2,-216,0.9
63,"mixed deterministic","sequence revealed","regular first",3,"regular",4,72,0.9
63,"mixed deterministic","sequence revealed","regular first",4,"regular",6,360,0.9
63,"mixed deterministic","sequence revealed","regular first",5,"regular",5,216,0.9
63,"mixed deterministic","sequence revealed","regular first",6,"regular",1,-360,0.9
63,"mixed deterministic","sequence revealed","regular first",7,"regular",3,-72,0.9
63,"mixed deterministic","sequence revealed","regular first",8,"regular",2,-216,0.9
63,"mixed deterministic","sequence revealed","regular first",9,"regular",4,72,0.9
63,"mixed deterministic","sequence revealed","regular first",10,"regular",6,360,0.9
63,"mixed deterministic","sequence revealed","regular first",11,"regular",5,216,0.9
63,"mixed deterministic","sequence revealed","regular first",12,"regular",1,-360,0.9
63,"mixed deterministic","sequence revealed","regular first",13,"regular",3,-72,0.9
63,"mixed deterministic","sequence revealed","regular first",14,"regular",2,-216,0.9
63,"mixed deterministic","sequence revealed","regular first",15,"regular",4,72,0.9
63,"mixed deterministic","sequence revealed","regular first",16,"regular",6,360,0.9
63,"mixed deterministic","sequence revealed","regular first",17,"regular",5,216,0.9
63,"mixed deterministic","sequence revealed","regular first",18,"regular",1,-360,0.9
63,"mixed deterministic","sequence revealed","regular first",19,"regular",3,-72,0.9
63,"mixed deterministic","sequence revealed","regular first",20,"regular",2,-216,0.9
63,"mixed deterministic","sequence revealed","regular first",21,"regular",4,72,0.9
63,"mixed deterministic","sequence revealed","regular first",22,"regular",6,360,0.9
63,"mixed deterministic","sequence revealed","regular first",23,"regular",5,216,0.9
63,"mixed deterministic","sequence revealed","regular first",24,"regular",1,-360,0.9
63,"mixed deterministic","sequence revealed","regular first",25,"regular",3,-72,0.8
63,"mixed deterministic","sequence revealed","regular first",26,"regular",2,-216,0.8
63,"mixed deterministic","sequence revealed","regular first",27,"regular",4,72,0.8
63,"mixed deterministic","sequence revealed","regular first",28,"regular",6,360,0.8
63,"mixed deterministic","sequence revealed","regular first",29,"regular",5,216,0.8
63,"mixed deterministic","sequence revealed","regular first",30,"regular",1,-360,0.8
63,"mixed deterministic","sequence revealed","regular first",31,"regular",3,-72,0.8
