"sid","material","instructions","material_order","tid","block_scheme","stimulus_location","pos_x","response_deadline"
28,"mixed deterministic","sequence concealed","random first",1,"random",1,-360,0.9
28,"mixed deterministic","sequence concealed","random first",2,"random",6,360,0.9
28,"mixed deterministic","sequence concealed","random first",3,"random",2,-216,0.9
28,"mixed deterministic","sequence concealed","random first",4,"random",4,72,0.9
28,"mixed deterministic","sequence concealed","random first",5,"random",1,-360,0.9
28,"mixed deterministic","sequence concealed","random first",6,"random",5,216,0.9
28,"mixed deterministic","sequence concealed","random first",7,"random",3,-72,0.9
28,"mixed deterministic","sequence concealed","random first",8,"random",4,72,0.9
28,"mixed deterministic","sequence concealed","random first",9,"random",5,216,0.9
28,"mixed deterministic","sequence concealed","random first",10,"random",2,-216,0.9
28,"mixed deterministic","sequence concealed","random first",11,"random",5,216,0.9
28,"mixed deterministic","sequence concealed","random first",12,"random",1,-360,0.9
28,"mixed deterministic","sequence concealed","random first",13,"random",2,-216,0.9
28,"mixed deterministic","sequence concealed","random first",14,"random",3,-72,0.9
28,"mixed deterministic","sequence concealed","random first",15,"random",1,-360,0.9
28,"mixed deterministic","sequence concealed","random first",16,"random",4,72,0.9
28,"mixed deterministic","sequence concealed","random first",17,"random",6,360,0.9
28,"mixed deterministic","sequence concealed","random first",18,"random",5,216,0.9
28,"mixed deterministic","sequence concealed","random first",19,"random",3,-72,0.9
28,"mixed deterministic","sequence concealed","random first",20,"random",2,-216,0.9
28,"mixed deterministic","sequence concealed","random first",21,"random",3,-72,0.9
28,"mixed deterministic","sequence concealed","random first",22,"random",6,360,0.9
28,"mixed deterministic","sequence concealed","random first",23,"random",2,-216,0.9
28,"mixed deterministic","sequence concealed","random first",24,"random",6,360,0.9
28,"mixed deterministic","sequence concealed","random first",25,"random",4,72,0.8
28,"mixed deterministic","sequence concealed","random first",26,"random",3,-72,0.8
28,"mixed deterministic","sequence concealed","random first",27,"random",6,360,0.8
28,"mixed deterministic","sequence concealed","random first",28,"random",1,-360,0.8
28,"mixed deterministic","sequence concealed","random first",29,"random",2,-216,0.8
28,"mixed deterministic","sequence concealed","random first",30,"random",5,216,0.8
28,"mixed deterministic","sequence concealed","random first",31,"random",6,360,0.8
28,"mixed deterministic","sequence concealed","random first",32,"random",5,216,0.8
28,"mixed deterministic","sequence concealed","random first",33,"random",4,72,0.8
28,"mixed deterministic","sequence concealed","random first",34,"random",1,-360,0.8
28,"mixed deterministic","sequence concealed","random first",35,"random",5,216,0.8
28,"mixed deterministic","sequence concealed","random first",36,"random",4,72,0.8
28,"mixed deterministic","sequence concealed","random first",37,"random",5,216,0.8
28,"mixed deterministic","sequence concealed","random first",38,"random",6,360,0.8
28,"mixed deterministic","sequence concealed","random first",39,"random",5,216,0.8
28,"mixed deterministic","sequence concealed","random first",40,"random",2,-216,0.8
28,"mixed deterministic","sequence concealed","random first",41,"random",4,72,0.8
28,"mixed deterministic","sequence concealed","random first",42,"random",5,216,0.8
28,"mixed deterministic","sequence concealed","random first",43,"random",4,72,0.8
28,"mixed deterministic","sequence concealed","random first",44,"random",5,216,0.8
28,"mixed deterministic","sequence concealed","random first",45,"random",6,360,0.8
