"sid","material","instructions","material_order","tid","block_scheme","stimulus_location","pos_x","response_deadline"
22,"mixed deterministic","sequence concealed","regular first",1,"regular",2,-216,0.9
22,"mixed deterministic","sequence concealed","regular first",2,"regular",4,72,0.9
22,"mixed deterministic","sequence concealed","regular first",3,"regular",6,360,0.9
22,"mixed deterministic","sequence concealed","regular first",4,"regular",3,-72,0.9
22,"mixed deterministic","sequence concealed","regular first",5,"regular",5,216,0.9
22,"mixed deterministic","sequence concealed","regular first",6,"regular",1,-360,0.9
22,"mixed deterministic","sequence concealed","regular first",7,"regular",2,-216,0.9
22,"mixed deterministic","sequence concealed","regular first",8,"regular",4,72,0.9
22,"mixed deterministic","sequence concealed","regular first",9,"regular",6,360,0.9
22,"mixed deterministic","sequence concealed","regular first",10,"regular",3,-72,0.9
22,"mixed deterministic","sequence concealed","regular first",11,"regular",5,216,0.9
22,"mixed deterministic","sequence concealed","regular first",12,"regular",1,-360,0.9
22,"mixed deterministic","sequence concealed","regular first",13,"regular",2,-216,0.9
22,"mixed deterministic","sequence concealed","regular first",14,"regular",4,72,0.9
22,"mixed deterministic","sequence concealed","regular first",15,"regular",6,360,0.9
22,"mixed deterministic","sequence concealed","regular first",16,"regular",3,-72,0.9
22,"mixed deterministic","sequence concealed","regular first",17,"regular",5,216,0.9
22,"mixed deterministic","sequence concealed","regular first",18,"regular",1,-360,0.9
22,"mixed deterministic","sequence concealed","regular first",19,"regular",2,-216,0.9
22,"mixed deterministic","sequence concealed","regular first",20,"regular",4,72,0.9
22,"mixed deterministic","sequence concealed","regular first",21,"regular",6,360,0.9
22,"mixed deterministic","sequence concealed","regular first",22,"regular",3,-72,0.9
22,"mixed deterministic","sequence concealed","regular first",23,"regular",5,216,0.9
22,"mixed deterministic","sequence concealed","regular first",24,"regular",1,-360,0.9
22,"mixed deterministic","sequence concealed","regular first",25,"regular",2,-216,0.8
22,"mixed deterministic","sequence concealed","regular first",26,"regular",4,72,0.8
22,"mixed deterministic","sequence concealed","regular first",27,"regular",6,360,0.8
22,"mixed deterministic","sequence concealed","regular first",28,"regular",3,-72,0.8
22,"mixed deterministic","sequence concealed","regular first",29,"regular",5,216,0.8
22,"mixed deterministic","sequence concealed","regular first",30,"regular",1,-360,0.8
22,"mixed deterministic","sequence concealed","regular first",31,"regular",2,-216,0.8
22,"mixed deterministic","sequence concealed","regular first",32,"regular",4,72,0.8
22,"mixed deterministic","sequence concealed","regular first",33,"regular",6,360,0.8
22,"mixed deterministic","sequence concealed","regular first",34,"regular",3,-72,0.8
22,"mixed deterministic","sequence concealed","regular first",35,"regular",5,216,0.8
22,"mixed deterministic","sequence concealed","regular first",36,"regular",1,-360,0.8
22,"mixed deterministic","sequence concealed","regular first",37,"regular",2,-216,0.8
22,"mixed deterministic","sequence concealed","regular first",38,"regular",4,72,0.8
22,"mixed deterministic","sequence concealed","regular first",39,"regular",6,360,0.8
22,"mixed deterministic","sequence concealed","regular first",40,"regular",3,-72,0.8
22,"mixed deterministic","sequence concealed","regular first",41,"regular",5,216,0.8
22,"mixed deterministic","sequence concealed","regular first",42,"regular",1,-360,0.8
22,"mixed deterministic","sequence concealed","regular first",43,"regular",2,-216,0.8
22,"mixed deterministic","sequence concealed","regular first",44,"regular",4,72,0.8
22,"mixed deterministic","sequence concealed","regular first",45,"regular",6,360,0.8
22,"mixed deterministic","sequence concealed","regular first",46,"regular",3,-72,0.8
22,"mixed deterministic","sequence concealed","regular first",47,"regular",5,216,0.8
22,"mixed deterministic","sequence concealed","regular first",48,"regular",1,-360,0.8
22,"mixed deterministic","sequence concealed","regular first",49,"regular",2,-216,0.7
22,"mixed deterministic","sequence concealed","regular first",50,"regular",4,72,0.7
22,"mixed deterministic","sequence concealed","regular first",51,"regular",6,360,0.7
22,"mixed deterministic","sequence concealed","regular first",52,"regular",3,-72,0.7
22,"mixed deterministic","sequence concealed","regular first",53,"regular",5,216,0.7
22,"mixed deterministic","sequence concealed","regular first",54,"regular",1,-360,0.7
22,"mixed deterministic","sequence concealed","regular first",55,"regular",2,-216,0.7
22,"mixed deterministic","sequence concealed","regular first",56,"regular",4,72,0.7
22,"mixed deterministic","sequence concealed","regular first",57,"regular",6,360,0.7
22,"mixed deterministic","sequence concealed","regular first",58,"regular",3,-72,0.7
22,"mixed deterministic","sequence concealed","regular first",59,"regular",5,216,0.7
22,"mixed deterministic","sequence concealed","regular first",60,"regular",1,-360,0.7
22,"mixed deterministic","sequence concealed","regular first",61,"regular",2,-216,0.7
22,"mixed deterministic","sequence concealed","regular first",62,"regular",4,72,0.7
22,"mixed deterministic","sequence concealed","regular first",63,"regular",6,360,0.7
22,"mixed deterministic","sequence concealed","regular first",64,"regular",3,-72,0.7
22,"mixed deterministic","sequence concealed","regular first",65,"regular",5,216,0.7
22,"mixed deterministic","sequence concealed","regular first",66,"regular",1,-360,0.7
22,"mixed deterministic","sequence concealed","regular first",67,"regular",2,-216,0.7
22,"mixed deterministic","sequence concealed","regular first",68,"regular",4,72,0.7
22,"mixed deterministic","sequence concealed","regular first",69,"regular",6,360,0.7
22,"mixed deterministic","sequence concealed","regular first",70,"regular",3,-72,0.7
22,"mixed deterministic","sequence concealed","regular first",71,"regular",5,216,0.7
22,"mixed deterministic","sequence concealed","regular first",72,"regular",1,-360,0.7
22,"mixed deterministic","sequence concealed","regular first",73,"regular",2,-216,0.6
22,"mixed deterministic","sequence concealed","regular first",74,"regular",4,72,0.6
22,"mixed deterministic","sequence concealed","regular first",75,"regular",6,360,0.6
22,"mixed deterministic","sequence concealed","regular first",76,"regular",3,-72,0.6
22,"mixed deterministic","sequence concealed","regular first",77,"regular",5,216,0.6
22,"mixed deterministic","sequence concealed","regular first",78,"regular",1,-360,0.6
22,"mixed deterministic","sequence concealed","regular first",79,"regular",2,-216,0.6
22,"mixed deterministic","sequence concealed","regular first",80,"regular",4,72,0.6
22,"mixed deterministic","sequence concealed","regular first",81,"regular",6,360,0.6
22,"mixed deterministic","sequence concealed","regular first",82,"regular",3,-72,0.6
22,"mixed deterministic","sequence concealed","regular first",83,"regular",5,216,0.6
22,"mixed deterministic","sequence concealed","regular first",84,"regular",1,-360,0.6
22,"mixed deterministic","sequence concealed","regular first",85,"regular",2,-216,0.6
22,"mixed deterministic","sequence concealed","regular first",86,"regular",4,72,0.6
22,"mixed deterministic","sequence concealed","regular first",87,"regular",6,360,0.6
22,"mixed deterministic","sequence concealed","regular first",88,"regular",3,-72,0.6
22,"mixed deterministic","sequence concealed","regular first",89,"regular",5,216,0.6
22,"mixed deterministic","sequence concealed","regular first",90,"regular",1,-360,0.6
22,"mixed deterministic","sequence concealed","regular first",91,"regular",2,-216,0.6
22,"mixed deterministic","sequence concealed","regular first",92,"regular",4,72,0.6
22,"mixed deterministic","sequence concealed","regular first",93,"regular",6,360,0.6
22,"mixed deterministic","sequence concealed","regular first",94,"regular",3,-72,0.6
22,"mixed deterministic","sequence concealed","regular first",95,"regular",5,216,0.6
22,"mixed deterministic","sequence concealed","regular first",96,"regular",1,-360,0.6
22,"mixed deterministic","sequence concealed","regular first",97,"regular",2,-216,0.5
22,"mixed deterministic","sequence concealed","regular first",98,"regular",4,72,0.5
22,"mixed deterministic","sequence concealed","regular first",99,"regular",6,360,0.5
22,"mixed deterministic","sequence concealed","regular first",100,"regular",3,-72,0.5
22,"mixed deterministic","sequence concealed","regular first",101,"regular",5,216,0.5
22,"mixed deterministic","sequence concealed","regular first",102,"regular",1,-360,0.5
22,"mixed deterministic","sequence concealed","regular first",103,"regular",2,-216,0.5
22,"mixed deterministic","sequence concealed","regular first",104,"regular",4,72,0.5
22,"mixed deterministic","sequence concealed","regular first",105,"regular",6,360,0.5
22,"mixed deterministic","sequence concealed","regular first",106,"regular",3,-72,0.5
22,"mixed deterministic","sequence concealed","regular first",107,"regular",5,216,0.5
