"sid","material","instructions","material_order","tid","block_scheme","stimulus_location","pos_x","response_deadline"
69,"probabilistic","sequence concealed","random first",1,"regular",4,72,0.9
69,"probabilistic","sequence concealed","random first",2,"regular",6,360,0.9
69,"probabilistic","sequence concealed","random first",3,"regular",1,-360,0.9
69,"probabilistic","sequence concealed","random first",4,"regular",2,-216,0.9
69,"probabilistic","sequence concealed","random first",5,"regular",3,-72,0.9
69,"probabilistic","sequence concealed","random first",6,"regular",4,72,0.9
69,"probabilistic","sequence concealed","random first",7,"regular",5,216,0.9
69,"probabilistic","sequence concealed","random first",8,"regular",6,360,0.9
69,"probabilistic","sequence concealed","random first",9,"regular",1,-360,0.9
69,"probabilistic","sequence concealed","random first",10,"regular",2,-216,0.9
69,"probabilistic","sequence concealed","random first",11,"regular",3,-72,0.9
69,"probabilistic","sequence concealed","random first",12,"regular",4,72,0.9
69,"probabilistic","sequence concealed","random first",13,"regular",5,216,0.9
69,"probabilistic","sequence concealed","random first",14,"regular",4,72,0.9
69,"probabilistic","sequence concealed","random first",15,"regular",5,216,0.9
69,"probabilistic","sequence concealed","random first",16,"regular",6,360,0.9
69,"probabilistic","sequence concealed","random first",17,"regular",5,216,0.9
69,"probabilistic","sequence concealed","random first",18,"regular",4,72,0.9
69,"probabilistic","sequence concealed","random first",19,"regular",5,216,0.9
69,"probabilistic","sequence concealed","random first",20,"regular",6,360,0.9
69,"probabilistic","sequence concealed","random first",21,"regular",1,-360,0.9
69,"probabilistic","sequence concealed","random first",22,"regular",2,-216,0.9
69,"probabilistic","sequence concealed","random first",23,"regular",3,-72,0.9
69,"probabilistic","sequence concealed","random first",24,"regular",6,360,0.9
69,"probabilistic","sequence concealed","random first",25,"regular",1,-360,0.8
69,"probabilistic","sequence concealed","random first",26,"regular",2,-216,0.8
69,"probabilistic","sequence concealed","random first",27,"regular",4,72,0.8
69,"probabilistic","sequence concealed","random first",28,"regular",5,216,0.8
69,"probabilistic","sequence concealed","random first",29,"regular",6,360,0.8
69,"probabilistic","sequence concealed","random first",30,"regular",1,-360,0.8
69,"probabilistic","sequence concealed","random first",31,"regular",3,-72,0.8
69,"probabilistic","sequence concealed","random first",32,"regular",4,72,0.8
69,"probabilistic","sequence concealed","random first",33,"regular",1,-360,0.8
69,"probabilistic","sequence concealed","random first",34,"regular",2,-216,0.8
69,"probabilistic","sequence concealed","random first",35,"regular",6,360,0.8
69,"probabilistic","sequence concealed","random first",36,"regular",1,-360,0.8
69,"probabilistic","sequence concealed","random first",37,"regular",6,360,0.8
69,"probabilistic","sequence concealed","random first",38,"regular",1,-360,0.8
69,"probabilistic","sequence concealed","random first",39,"regular",3,-72,0.8
69,"probabilistic","sequence concealed","random first",40,"regular",5,216,0.8
69,"probabilistic","sequence concealed","random first",41,"regular",3,-72,0.8
69,"probabilistic","sequence concealed","random first",42,"regular",2,-216,0.8
69,"probabilistic","sequence concealed","random first",43,"regular",4,72,0.8
69,"probabilistic","sequence concealed","random first",44,"regular",5,216,0.8
69,"probabilistic","sequence concealed","random first",45,"regular",6,360,0.8
69,"probabilistic","sequence concealed","random first",46,"regular",1,-360,0.8
69,"probabilistic","sequence concealed","random first",47,"regular",3,-72,0.8
69,"probabilistic","sequence concealed","random first",48,"regular",4,72,0.8
69,"probabilistic","sequence concealed","random first",49,"regular",5,216,0.7
69,"probabilistic","sequence concealed","random first",50,"regular",6,360,0.7
69,"probabilistic","sequence concealed","random first",51,"regular",5,216,0.7
69,"probabilistic","sequence concealed","random first",52,"regular",6,360,0.7
69,"probabilistic","sequence concealed","random first",53,"regular",1,-360,0.7
69,"probabilistic","sequence concealed","random first",54,"regular",2,-216,0.7
69,"probabilistic","sequence concealed","random first",55,"regular",3,-72,0.7
69,"probabilistic","sequence concealed","random first",56,"regular",4,72,0.7
69,"probabilistic","sequence concealed","random first",57,"regular",5,216,0.7
69,"probabilistic","sequence concealed","random first",58,"regular",6,360,0.7
69,"probabilistic","sequence concealed","random first",59,"regular",1,-360,0.7
69,"probabilistic","sequence concealed","random first",60,"regular",2,-216,0.7
69,"probabilistic","sequence concealed","random first",61,"regular",4,72,0.7
69,"probabilistic","sequence concealed","random first",62,"regular",5,216,0.7
69,"probabilistic","sequence concealed","random first",63,"regular",2,-216,0.7
69,"probabilistic","sequence concealed","random first",64,"regular",3,-72,0.7
69,"probabilistic","sequence concealed","random first",65,"regular",4,72,0.7
69,"probabilistic","sequence concealed","random first",66,"regular",5,216,0.7
69,"probabilistic","sequence concealed","random first",67,"regular",4,72,0.7
69,"probabilistic","sequence concealed","random first",68,"regular",5,216,0.7
69,"probabilistic","sequence concealed","random first",69,"regular",6,360,0.7
69,"probabilistic","sequence concealed","random first",70,"regular",1,-360,0.7
69,"probabilistic","sequence concealed","random first",71,"regular",5,216,0.7
69,"probabilistic","sequence concealed","random first",72,"regular",6,360,0.7
69,"probabilistic","sequence concealed","random first",73,"regular",2,-216,0.6
69,"probabilistic","sequence concealed","random first",74,"regular",3,-72,0.6
69,"probabilistic","sequence concealed","random first",75,"regular",4,72,0.6
69,"probabilistic","sequence concealed","random first",76,"regular",5,216,0.6
69,"probabilistic","sequence concealed","random first",77,"regular",2,-216,0.6
69,"probabilistic","sequence concealed","random first",78,"regular",3,-72,0.6
69,"probabilistic","sequence concealed","random first",79,"regular",4,72,0.6
69,"probabilistic","sequence concealed","random first",80,"regular",5,216,0.6
69,"probabilistic","sequence concealed","random first",81,"regular",4,72,0.6
69,"probabilistic","sequence concealed","random first",82,"regular",5,216,0.6
69,"probabilistic","sequence concealed","random first",83,"regular",6,360,0.6
69,"probabilistic","sequence concealed","random first",84,"regular",1,-360,0.6
69,"probabilistic","sequence concealed","random first",85,"regular",2,-216,0.6
69,"probabilistic","sequence concealed","random first",86,"regular",3,-72,0.6
69,"probabilistic","sequence concealed","random first",87,"regular",4,72,0.6
69,"probabilistic","sequence concealed","random first",88,"regular",5,216,0.6
69,"probabilistic","sequence concealed","random first",89,"regular",6,360,0.6
69,"probabilistic","sequence concealed","random first",90,"regular",1,-360,0.6
69,"probabilistic","sequence concealed","random first",91,"regular",2,-216,0.6
69,"probabilistic","sequence concealed","random first",92,"regular",3,-72,0.6
69,"probabilistic","sequence concealed","random first",93,"regular",5,216,0.6
69,"probabilistic","sequence concealed","random first",94,"regular",1,-360,0.6
69,"probabilistic","sequence concealed","random first",95,"regular",5,216,0.6
69,"probabilistic","sequence concealed","random first",96,"regular",6,360,0.6
69,"probabilistic","sequence concealed","random first",97,"regular",1,-360,0.5
69,"probabilistic","sequence concealed","random first",98,"regular",6,360,0.5
69,"probabilistic","sequence concealed","random first",99,"regular",4,72,0.5
69,"probabilistic","sequence concealed","random first",100,"regular",6,360,0.5
69,"probabilistic","sequence concealed","random first",101,"regular",1,-360,0.5
69,"probabilistic","sequence concealed","random first",102,"regular",2,-216,0.5
69,"probabilistic","sequence concealed","random first",103,"regular",1,-360,0.5
69,"probabilistic","sequence concealed","random first",104,"regular",2,-216,0.5
69,"probabilistic","sequence concealed","random first",105,"regular",3,-72,0.5
